UserID,Age,AgeGroup,Gender,GenderEncoded,AgeGroupEncoded,Cluster,Segment
U01015,29,21-30,Male,0,1,2,Adult Female Learners
U01016,27,21-30,Female,1,1,0,Young Female Learners
U01017,21,21-30,Female,1,1,0,Young Female Learners
U01018,23,21-30,Female,1,1,0,Young Female Learners
U01019,27,21-30,Male,0,1,2,Adult Female Learners
U01020,28,21-30,Male,0,1,2,Adult Female Learners
U01021,29,21-30,Female,1,1,0,Young Female Learners
U01022,17,15-20,Male,0,0,1,Young Male Learners
U01023,18,15-20,Male,0,0,1,Young Male Learners
U01024,17,15-20,Female,1,0,1,Young Male Learners
U01025,34,31-40,Male,0,2,3,Adult Male Learners
U01026,33,31-40,Female,1,2,3,Adult Male Learners
U01027,32,31-40,Male,0,2,3,Adult Male Learners
U01028,23,21-30,Female,1,1,0,Young Female Learners
U01029,15,15-20,Male,0,0,1,Young Male Learners
U01030,23,21-30,Female,1,1,0,Young Female Learners
U01031,15,15-20,Male,0,0,1,Young Male Learners
U01032,16,15-20,Male,0,0,1,Young Male Learners
U01033,30,21-30,Male,0,1,2,Adult Female Learners
U01034,18,15-20,Female,1,0,1,Young Male Learners
U01035,33,31-40,Male,0,2,3,Adult Male Learners
U01036,35,31-40,Male,0,2,3,Adult Male Learners
U01037,32,31-40,Female,1,2,3,Adult Male Learners
U01038,33,31-40,Male,0,2,3,Adult Male Learners
U01039,21,21-30,Female,1,1,0,Young Female Learners
U01040,21,21-30,Female,1,1,0,Young Female Learners
U01041,23,21-30,Female,1,1,0,Young Female Learners
U01042,26,21-30,Male,0,1,2,Adult Female Learners
U01043,19,15-20,Female,1,0,1,Young Male Learners
U01044,31,31-40,Female,1,2,3,Adult Male Learners
U01045,32,31-40,Female,1,2,3,Adult Male Learners
U01046,28,21-30,Female,1,1,0,Young Female Learners
U01047,29,21-30,Female,1,1,0,Young Female Learners
U01048,16,15-20,Female,1,0,1,Young Male Learners
U01049,34,31-40,Male,0,2,3,Adult Male Learners
U01050,25,21-30,Female,1,1,0,Young Female Learners
U01051,18,15-20,Female,1,0,1,Young Male Learners
U01052,22,21-30,Female,1,1,0,Young Female Learners
U01053,26,21-30,Female,1,1,0,Young Female Learners
U01054,20,15-20,Female,1,0,1,Young Male Learners
U01055,22,21-30,Female,1,1,0,Young Female Learners
U01056,15,15-20,Male,0,0,1,Young Male Learners
U01057,33,31-40,Male,0,2,3,Adult Male Learners
U01058,34,31-40,Female,1,2,3,Adult Male Learners
U01059,30,21-30,Male,0,1,2,Adult Female Learners
U01060,34,31-40,Female,1,2,3,Adult Male Learners
U01061,22,21-30,Female,1,1,0,Young Female Learners
U01062,22,21-30,Female,1,1,0,Young Female Learners
U01063,31,31-40,Female,1,2,3,Adult Male Learners
U01064,26,21-30,Female,1,1,0,Young Female Learners
U01065,15,15-20,Male,0,0,1,Young Male Learners
U01066,19,15-20,Female,1,0,1,Young Male Learners
U01067,17,15-20,Male,0,0,1,Young Male Learners
U01068,32,31-40,Female,1,2,3,Adult Male Learners
U01069,35,31-40,Male,0,2,3,Adult Male Learners
U01070,32,31-40,Male,0,2,3,Adult Male Learners
U01071,19,15-20,Female,1,0,1,Young Male Learners
U01072,32,31-40,Male,0,2,3,Adult Male Learners
U01073,23,21-30,Male,0,1,2,Adult Female Learners
U01074,26,21-30,Female,1,1,0,Young Female Learners
U01075,17,15-20,Male,0,0,1,Young Male Learners
U01076,20,15-20,Male,0,0,1,Young Male Learners
U01077,24,21-30,Female,1,1,0,Young Female Learners
U01078,27,21-30,Male,0,1,2,Adult Female Learners
U01079,21,21-30,Male,0,1,2,Adult Female Learners
U01080,30,21-30,Female,1,1,0,Young Female Learners
U01081,26,21-30,Female,1,1,0,Young Female Learners
U01082,25,21-30,Male,0,1,2,Adult Female Learners
U01083,29,21-30,Male,0,1,2,Adult Female Learners
U01084,24,21-30,Male,0,1,2,Adult Female Learners
U01085,26,21-30,Female,1,1,0,Young Female Learners
U01086,29,21-30,Female,1,1,0,Young Female Learners
U01087,19,15-20,Male,0,0,1,Young Male Learners
U01088,21,21-30,Male,0,1,2,Adult Female Learners
U01089,17,15-20,Female,1,0,1,Young Male Learners
U01090,25,21-30,Female,1,1,0,Young Female Learners
U01091,29,21-30,Female,1,1,0,Young Female Learners
U01092,34,31-40,Female,1,2,3,Adult Male Learners
U01093,23,21-30,Female,1,1,0,Young Female Learners
U01094,30,21-30,Male,0,1,2,Adult Female Learners
U01095,21,21-30,Female,1,1,0,Young Female Learners
U01096,18,15-20,Male,0,0,1,Young Male Learners
U01097,29,21-30,Female,1,1,0,Young Female Learners
U01098,17,15-20,Female,1,0,1,Young Male Learners
U01099,35,31-40,Female,1,2,3,Adult Male Learners
U01100,24,21-30,Female,1,1,0,Young Female Learners
U01101,33,31-40,Male,0,2,3,Adult Male Learners
U01102,23,21-30,Female,1,1,0,Young Female Learners
U01103,22,21-30,Male,0,1,2,Adult Female Learners
U01104,29,21-30,Male,0,1,2,Adult Female Learners
U01105,27,21-30,Male,0,1,2,Adult Female Learners
U01106,31,31-40,Male,0,2,3,Adult Male Learners
U01107,30,21-30,Female,1,1,0,Young Female Learners
U01108,16,15-20,Male,0,0,1,Young Male Learners
U01109,24,21-30,Female,1,1,0,Young Female Learners
U01110,23,21-30,Female,1,1,0,Young Female Learners
U01111,31,31-40,Male,0,2,3,Adult Male Learners
U01112,24,21-30,Female,1,1,0,Young Female Learners
U01113,22,21-30,Female,1,1,0,Young Female Learners
U01114,32,31-40,Male,0,2,3,Adult Male Learners
U01115,18,15-20,Male,0,0,1,Young Male Learners
U01116,21,21-30,Female,1,1,0,Young Female Learners
U01117,23,21-30,Female,1,1,0,Young Female Learners
U01118,31,31-40,Male,0,2,3,Adult Male Learners
U01119,17,15-20,Female,1,0,1,Young Male Learners
U01120,35,31-40,Female,1,2,3,Adult Male Learners
U01121,20,15-20,Male,0,0,1,Young Male Learners
U01122,29,21-30,Female,1,1,0,Young Female Learners
U01123,29,21-30,Female,1,1,0,Young Female Learners
U01124,30,21-30,Female,1,1,0,Young Female Learners
U01125,32,31-40,Female,1,2,3,Adult Male Learners
U01126,15,15-20,Male,0,0,1,Young Male Learners
U01127,28,21-30,Female,1,1,0,Young Female Learners
U01128,31,31-40,Female,1,2,3,Adult Male Learners
U01129,28,21-30,Female,1,1,0,Young Female Learners
U01130,28,21-30,Male,0,1,2,Adult Female Learners
U01131,25,21-30,Male,0,1,2,Adult Female Learners
U01132,27,21-30,Female,1,1,0,Young Female Learners
U01133,35,31-40,Female,1,2,3,Adult Male Learners
U01134,19,15-20,Female,1,0,1,Young Male Learners
U01135,22,21-30,Male,0,1,2,Adult Female Learners
U01136,35,31-40,Male,0,2,3,Adult Male Learners
U01137,28,21-30,Female,1,1,0,Young Female Learners
U01138,22,21-30,Female,1,1,0,Young Female Learners
U01139,22,21-30,Female,1,1,0,Young Female Learners
U01140,29,21-30,Female,1,1,0,Young Female Learners
U01141,17,15-20,Female,1,0,1,Young Male Learners
U01142,27,21-30,Male,0,1,2,Adult Female Learners
U01143,31,31-40,Male,0,2,3,Adult Male Learners
U01144,29,21-30,Female,1,1,0,Young Female Learners
U01145,15,15-20,Female,1,0,1,Young Male Learners
U01146,15,15-20,Male,0,0,1,Young Male Learners
U01147,15,15-20,Male,0,0,1,Young Male Learners
U01148,28,21-30,Male,0,1,2,Adult Female Learners
U01149,26,21-30,Female,1,1,0,Young Female Learners
U01150,20,15-20,Male,0,0,1,Young Male Learners
U01151,28,21-30,Female,1,1,0,Young Female Learners
U01152,34,31-40,Male,0,2,3,Adult Male Learners
U01153,15,15-20,Female,1,0,1,Young Male Learners
U01154,24,21-30,Male,0,1,2,Adult Female Learners
U01155,32,31-40,Female,1,2,3,Adult Male Learners
U01156,30,21-30,Male,0,1,2,Adult Female Learners
U01157,31,31-40,Female,1,2,3,Adult Male Learners
U01158,35,31-40,Male,0,2,3,Adult Male Learners
U01159,26,21-30,Female,1,1,0,Young Female Learners
U01160,15,15-20,Female,1,0,1,Young Male Learners
U01161,33,31-40,Male,0,2,3,Adult Male Learners
U01162,19,15-20,Female,1,0,1,Young Male Learners
U01163,24,21-30,Male,0,1,2,Adult Female Learners
U01164,25,21-30,Female,1,1,0,Young Female Learners
U01165,24,21-30,Male,0,1,2,Adult Female Learners
U01166,21,21-30,Male,0,1,2,Adult Female Learners
U01167,16,15-20,Female,1,0,1,Young Male Learners
U01168,27,21-30,Female,1,1,0,Young Female Learners
U01169,31,31-40,Female,1,2,3,Adult Male Learners
U01170,27,21-30,Female,1,1,0,Young Female Learners
U01171,19,15-20,Male,0,0,1,Young Male Learners
U01172,30,21-30,Male,0,1,2,Adult Female Learners
U01173,26,21-30,Female,1,1,0,Young Female Learners
U01174,15,15-20,Female,1,0,1,Young Male Learners
U01175,20,15-20,Female,1,0,1,Young Male Learners
U01176,20,15-20,Male,0,0,1,Young Male Learners
U01177,16,15-20,Male,0,0,1,Young Male Learners
U01178,21,21-30,Female,1,1,0,Young Female Learners
U01179,31,31-40,Female,1,2,3,Adult Male Learners
U01180,18,15-20,Male,0,0,1,Young Male Learners
U01181,27,21-30,Female,1,1,0,Young Female Learners
U01182,25,21-30,Female,1,1,0,Young Female Learners
U01183,21,21-30,Female,1,1,0,Young Female Learners
U01184,31,31-40,Male,0,2,3,Adult Male Learners
U01185,28,21-30,Male,0,1,2,Adult Female Learners
U01186,34,31-40,Male,0,2,3,Adult Male Learners
U01187,35,31-40,Female,1,2,3,Adult Male Learners
U01188,24,21-30,Male,0,1,2,Adult Female Learners
U01189,28,21-30,Male,0,1,2,Adult Female Learners
U01190,31,31-40,Male,0,2,3,Adult Male Learners
U01191,28,21-30,Female,1,1,0,Young Female Learners
U01192,20,15-20,Female,1,0,1,Young Male Learners
U01193,20,15-20,Female,1,0,1,Young Male Learners
U01194,32,31-40,Female,1,2,3,Adult Male Learners
U01195,23,21-30,Male,0,1,2,Adult Female Learners
U01196,21,21-30,Female,1,1,0,Young Female Learners
U01197,28,21-30,Male,0,1,2,Adult Female Learners
U01198,33,31-40,Female,1,2,3,Adult Male Learners
U01199,17,15-20,Female,1,0,1,Young Male Learners
U01200,15,15-20,Female,1,0,1,Young Male Learners
U01201,28,21-30,Male,0,1,2,Adult Female Learners
U01202,29,21-30,Female,1,1,0,Young Female Learners
U01203,15,15-20,Male,0,0,1,Young Male Learners
U01204,17,15-20,Female,1,0,1,Young Male Learners
U01205,27,21-30,Male,0,1,2,Adult Female Learners
U01206,15,15-20,Female,1,0,1,Young Male Learners
U01207,30,21-30,Female,1,1,0,Young Female Learners
U01208,27,21-30,Female,1,1,0,Young Female Learners
U01209,20,15-20,Male,0,0,1,Young Male Learners
U01210,22,21-30,Female,1,1,0,Young Female Learners
U01211,32,31-40,Female,1,2,3,Adult Male Learners
U01212,18,15-20,Female,1,0,1,Young Male Learners
U01213,20,15-20,Female,1,0,1,Young Male Learners
U01214,31,31-40,Female,1,2,3,Adult Male Learners
U01215,15,15-20,Female,1,0,1,Young Male Learners
U01216,15,15-20,Male,0,0,1,Young Male Learners
U01217,25,21-30,Female,1,1,0,Young Female Learners
U01218,34,31-40,Male,0,2,3,Adult Male Learners
U01219,16,15-20,Male,0,0,1,Young Male Learners
U01220,29,21-30,Female,1,1,0,Young Female Learners
U01221,32,31-40,Male,0,2,3,Adult Male Learners
U01222,19,15-20,Female,1,0,1,Young Male Learners
U01223,23,21-30,Female,1,1,0,Young Female Learners
U01224,23,21-30,Female,1,1,0,Young Female Learners
U01225,30,21-30,Female,1,1,0,Young Female Learners
U01226,31,31-40,Female,1,2,3,Adult Male Learners
U01227,15,15-20,Male,0,0,1,Young Male Learners
U01228,28,21-30,Male,0,1,2,Adult Female Learners
U01229,27,21-30,Female,1,1,0,Young Female Learners
U01230,23,21-30,Female,1,1,0,Young Female Learners
U01231,21,21-30,Female,1,1,0,Young Female Learners
U01232,27,21-30,Female,1,1,0,Young Female Learners
U01233,28,21-30,Male,0,1,2,Adult Female Learners
U01234,27,21-30,Male,0,1,2,Adult Female Learners
U01235,27,21-30,Female,1,1,0,Young Female Learners
U01236,20,15-20,Female,1,0,1,Young Male Learners
U01237,24,21-30,Male,0,1,2,Adult Female Learners
U01238,35,31-40,Male,0,2,3,Adult Male Learners
U01239,20,15-20,Male,0,0,1,Young Male Learners
U01240,16,15-20,Male,0,0,1,Young Male Learners
U01241,25,21-30,Male,0,1,2,Adult Female Learners
U01242,22,21-30,Male,0,1,2,Adult Female Learners
U01243,31,31-40,Female,1,2,3,Adult Male Learners
U01244,30,21-30,Female,1,1,0,Young Female Learners
U01245,35,31-40,Male,0,2,3,Adult Male Learners
U01246,27,21-30,Male,0,1,2,Adult Female Learners
U01247,19,15-20,Male,0,0,1,Young Male Learners
U01248,16,15-20,Male,0,0,1,Young Male Learners
U01249,25,21-30,Male,0,1,2,Adult Female Learners
U01250,27,21-30,Female,1,1,0,Young Female Learners
U01251,29,21-30,Male,0,1,2,Adult Female Learners
U01252,19,15-20,Female,1,0,1,Young Male Learners
U01253,17,15-20,Male,0,0,1,Young Male Learners
U01254,23,21-30,Male,0,1,2,Adult Female Learners
U01255,29,21-30,Female,1,1,0,Young Female Learners
U01256,32,31-40,Male,0,2,3,Adult Male Learners
U01257,29,21-30,Female,1,1,0,Young Female Learners
U01258,25,21-30,Male,0,1,2,Adult Female Learners
U01259,18,15-20,Female,1,0,1,Young Male Learners
U01260,31,31-40,Female,1,2,3,Adult Male Learners
U01261,25,21-30,Male,0,1,2,Adult Female Learners
U01262,29,21-30,Female,1,1,0,Young Female Learners
U01263,17,15-20,Female,1,0,1,Young Male Learners
U01264,15,15-20,Male,0,0,1,Young Male Learners
U01265,23,21-30,Male,0,1,2,Adult Female Learners
U01266,18,15-20,Female,1,0,1,Young Male Learners
U01267,30,21-30,Female,1,1,0,Young Female Learners
U01268,33,31-40,Male,0,2,3,Adult Male Learners
U01269,25,21-30,Female,1,1,0,Young Female Learners
U01270,19,15-20,Male,0,0,1,Young Male Learners
U01271,23,21-30,Female,1,1,0,Young Female Learners
U01272,16,15-20,Female,1,0,1,Young Male Learners
U01273,31,31-40,Female,1,2,3,Adult Male Learners
U01274,32,31-40,Female,1,2,3,Adult Male Learners
U01275,35,31-40,Male,0,2,3,Adult Male Learners
U01276,27,21-30,Female,1,1,0,Young Female Learners
U01277,26,21-30,Female,1,1,0,Young Female Learners
U01278,16,15-20,Female,1,0,1,Young Male Learners
U01279,29,21-30,Female,1,1,0,Young Female Learners
U01280,26,21-30,Female,1,1,0,Young Female Learners
U01281,23,21-30,Female,1,1,0,Young Female Learners
U01282,26,21-30,Male,0,1,2,Adult Female Learners
U01283,15,15-20,Male,0,0,1,Young Male Learners
U01284,34,31-40,Female,1,2,3,Adult Male Learners
U01285,35,31-40,Female,1,2,3,Adult Male Learners
U01286,27,21-30,Male,0,1,2,Adult Female Learners
U01287,33,31-40,Female,1,2,3,Adult Male Learners
U01288,18,15-20,Male,0,0,1,Young Male Learners
U01289,35,31-40,Female,1,2,3,Adult Male Learners
U01290,16,15-20,Male,0,0,1,Young Male Learners
U01291,34,31-40,Female,1,2,3,Adult Male Learners
U01292,29,21-30,Male,0,1,2,Adult Female Learners
U01293,33,31-40,Male,0,2,3,Adult Male Learners
U01294,30,21-30,Male,0,1,2,Adult Female Learners
U01295,34,31-40,Female,1,2,3,Adult Male Learners
U01296,21,21-30,Female,1,1,0,Young Female Learners
U01297,27,21-30,Male,0,1,2,Adult Female Learners
U01298,22,21-30,Female,1,1,0,Young Female Learners
U01299,28,21-30,Female,1,1,0,Young Female Learners
U01300,19,15-20,Male,0,0,1,Young Male Learners
U01301,27,21-30,Male,0,1,2,Adult Female Learners
U01302,19,15-20,Female,1,0,1,Young Male Learners
U01303,23,21-30,Female,1,1,0,Young Female Learners
U01304,33,31-40,Female,1,2,3,Adult Male Learners
U01305,22,21-30,Female,1,1,0,Young Female Learners
U01306,22,21-30,Male,0,1,2,Adult Female Learners
U01307,16,15-20,Female,1,0,1,Young Male Learners
U01308,23,21-30,Male,0,1,2,Adult Female Learners
U01309,35,31-40,Male,0,2,3,Adult Male Learners
U01310,21,21-30,Female,1,1,0,Young Female Learners
U01311,27,21-30,Male,0,1,2,Adult Female Learners
U01312,16,15-20,Male,0,0,1,Young Male Learners
U01313,31,31-40,Male,0,2,3,Adult Male Learners
U01314,26,21-30,Female,1,1,0,Young Female Learners
U01315,33,31-40,Male,0,2,3,Adult Male Learners
U01316,31,31-40,Female,1,2,3,Adult Male Learners
U01317,32,31-40,Female,1,2,3,Adult Male Learners
U01318,18,15-20,Female,1,0,1,Young Male Learners
U01319,25,21-30,Male,0,1,2,Adult Female Learners
U01320,20,15-20,Male,0,0,1,Young Male Learners
U01321,35,31-40,Male,0,2,3,Adult Male Learners
U01322,26,21-30,Female,1,1,0,Young Female Learners
U01323,15,15-20,Male,0,0,1,Young Male Learners
U01324,24,21-30,Male,0,1,2,Adult Female Learners
U01325,18,15-20,Female,1,0,1,Young Male Learners
U01326,15,15-20,Female,1,0,1,Young Male Learners
U01327,23,21-30,Male,0,1,2,Adult Female Learners
U01328,27,21-30,Male,0,1,2,Adult Female Learners
U01329,15,15-20,Female,1,0,1,Young Male Learners
U01330,20,15-20,Female,1,0,1,Young Male Learners
U01331,16,15-20,Male,0,0,1,Young Male Learners
U01332,20,15-20,Male,0,0,1,Young Male Learners
U01333,15,15-20,Male,0,0,1,Young Male Learners
U01334,35,31-40,Female,1,2,3,Adult Male Learners
U01335,16,15-20,Female,1,0,1,Young Male Learners
U01336,33,31-40,Male,0,2,3,Adult Male Learners
U01337,32,31-40,Female,1,2,3,Adult Male Learners
U01338,15,15-20,Male,0,0,1,Young Male Learners
U01339,35,31-40,Male,0,2,3,Adult Male Learners
U01340,32,31-40,Female,1,2,3,Adult Male Learners
U01341,29,21-30,Male,0,1,2,Adult Female Learners
U01342,25,21-30,Male,0,1,2,Adult Female Learners
U01343,32,31-40,Male,0,2,3,Adult Male Learners
U01344,25,21-30,Female,1,1,0,Young Female Learners
U01345,19,15-20,Male,0,0,1,Young Male Learners
U01346,16,15-20,Male,0,0,1,Young Male Learners
U01347,20,15-20,Male,0,0,1,Young Male Learners
U01348,29,21-30,Female,1,1,0,Young Female Learners
U01349,26,21-30,Male,0,1,2,Adult Female Learners
U01350,16,15-20,Female,1,0,1,Young Male Learners
U01351,16,15-20,Male,0,0,1,Young Male Learners
U01352,25,21-30,Male,0,1,2,Adult Female Learners
U01353,20,15-20,Female,1,0,1,Young Male Learners
U01354,15,15-20,Male,0,0,1,Young Male Learners
U01355,28,21-30,Female,1,1,0,Young Female Learners
U01356,26,21-30,Female,1,1,0,Young Female Learners
U01357,28,21-30,Female,1,1,0,Young Female Learners
U01358,31,31-40,Male,0,2,3,Adult Male Learners
U01359,18,15-20,Female,1,0,1,Young Male Learners
U01360,22,21-30,Female,1,1,0,Young Female Learners
U01361,31,31-40,Male,0,2,3,Adult Male Learners
U01362,26,21-30,Male,0,1,2,Adult Female Learners
U01363,25,21-30,Male,0,1,2,Adult Female Learners
U01364,16,15-20,Female,1,0,1,Young Male Learners
U01365,25,21-30,Male,0,1,2,Adult Female Learners
U01366,29,21-30,Female,1,1,0,Young Female Learners
U01367,22,21-30,Male,0,1,2,Adult Female Learners
U01368,24,21-30,Female,1,1,0,Young Female Learners
U01369,21,21-30,Male,0,1,2,Adult Female Learners
U01370,21,21-30,Female,1,1,0,Young Female Learners
U01371,22,21-30,Male,0,1,2,Adult Female Learners
U01372,19,15-20,Female,1,0,1,Young Male Learners
U01373,24,21-30,Male,0,1,2,Adult Female Learners
U01374,32,31-40,Female,1,2,3,Adult Male Learners
U01375,22,21-30,Male,0,1,2,Adult Female Learners
U01376,28,21-30,Male,0,1,2,Adult Female Learners
U01377,16,15-20,Male,0,0,1,Young Male Learners
U01378,35,31-40,Male,0,2,3,Adult Male Learners
U01379,22,21-30,Male,0,1,2,Adult Female Learners
U01380,26,21-30,Male,0,1,2,Adult Female Learners
U01381,15,15-20,Male,0,0,1,Young Male Learners
U01382,22,21-30,Female,1,1,0,Young Female Learners
U01383,32,31-40,Male,0,2,3,Adult Male Learners
U01384,23,21-30,Female,1,1,0,Young Female Learners
U01385,33,31-40,Female,1,2,3,Adult Male Learners
U01386,16,15-20,Male,0,0,1,Young Male Learners
U01387,21,21-30,Female,1,1,0,Young Female Learners
U01388,27,21-30,Male,0,1,2,Adult Female Learners
U01389,30,21-30,Male,0,1,2,Adult Female Learners
U01390,33,31-40,Female,1,2,3,Adult Male Learners
U01391,30,21-30,Male,0,1,2,Adult Female Learners
U01392,29,21-30,Female,1,1,0,Young Female Learners
U01393,30,21-30,Male,0,1,2,Adult Female Learners
U01394,26,21-30,Female,1,1,0,Young Female Learners
U01395,31,31-40,Male,0,2,3,Adult Male Learners
U01396,17,15-20,Female,1,0,1,Young Male Learners
U01397,28,21-30,Male,0,1,2,Adult Female Learners
U01398,23,21-30,Female,1,1,0,Young Female Learners
U01399,20,15-20,Male,0,0,1,Young Male Learners
U01400,21,21-30,Female,1,1,0,Young Female Learners
U01401,19,15-20,Female,1,0,1,Young Male Learners
U01402,19,15-20,Female,1,0,1,Young Male Learners
U01403,27,21-30,Male,0,1,2,Adult Female Learners
U01404,18,15-20,Female,1,0,1,Young Male Learners
U01405,35,31-40,Male,0,2,3,Adult Male Learners
U01406,21,21-30,Female,1,1,0,Young Female Learners
U01407,34,31-40,Female,1,2,3,Adult Male Learners
U01408,18,15-20,Male,0,0,1,Young Male Learners
U01409,31,31-40,Male,0,2,3,Adult Male Learners
U01410,17,15-20,Male,0,0,1,Young Male Learners
U01411,21,21-30,Male,0,1,2,Adult Female Learners
U01412,16,15-20,Male,0,0,1,Young Male Learners
U01413,24,21-30,Male,0,1,2,Adult Female Learners
U01414,35,31-40,Female,1,2,3,Adult Male Learners
U01415,18,15-20,Male,0,0,1,Young Male Learners
U01416,22,21-30,Female,1,1,0,Young Female Learners
U01417,26,21-30,Female,1,1,0,Young Female Learners
U01418,20,15-20,Female,1,0,1,Young Male Learners
U01419,34,31-40,Female,1,2,3,Adult Male Learners
U01420,34,31-40,Female,1,2,3,Adult Male Learners
U01421,22,21-30,Male,0,1,2,Adult Female Learners
U01422,16,15-20,Male,0,0,1,Young Male Learners
U01423,25,21-30,Male,0,1,2,Adult Female Learners
U01424,28,21-30,Female,1,1,0,Young Female Learners
U01425,25,21-30,Female,1,1,0,Young Female Learners
U01426,24,21-30,Male,0,1,2,Adult Female Learners
U01427,25,21-30,Male,0,1,2,Adult Female Learners
U01428,35,31-40,Female,1,2,3,Adult Male Learners
U01429,31,31-40,Female,1,2,3,Adult Male Learners
U01430,19,15-20,Female,1,0,1,Young Male Learners
U01431,34,31-40,Female,1,2,3,Adult Male Learners
U01432,17,15-20,Female,1,0,1,Young Male Learners
U01433,16,15-20,Female,1,0,1,Young Male Learners
U01434,24,21-30,Male,0,1,2,Adult Female Learners
U01435,16,15-20,Male,0,0,1,Young Male Learners
U01436,34,31-40,Female,1,2,3,Adult Male Learners
U01437,33,31-40,Female,1,2,3,Adult Male Learners
U01438,30,21-30,Female,1,1,0,Young Female Learners
U01439,22,21-30,Male,0,1,2,Adult Female Learners
U01440,20,15-20,Female,1,0,1,Young Male Learners
U01441,24,21-30,Female,1,1,0,Young Female Learners
U01442,34,31-40,Female,1,2,3,Adult Male Learners
U01443,17,15-20,Female,1,0,1,Young Male Learners
U01444,29,21-30,Male,0,1,2,Adult Female Learners
U01445,29,21-30,Male,0,1,2,Adult Female Learners
U01446,32,31-40,Female,1,2,3,Adult Male Learners
U01447,17,15-20,Female,1,0,1,Young Male Learners
U01448,25,21-30,Female,1,1,0,Young Female Learners
U01449,34,31-40,Male,0,2,3,Adult Male Learners
U01450,16,15-20,Female,1,0,1,Young Male Learners
U01451,17,15-20,Male,0,0,1,Young Male Learners
U01452,23,21-30,Male,0,1,2,Adult Female Learners
U01453,17,15-20,Male,0,0,1,Young Male Learners
U01454,18,15-20,Female,1,0,1,Young Male Learners
U01455,22,21-30,Female,1,1,0,Young Female Learners
U01456,30,21-30,Male,0,1,2,Adult Female Learners
U01457,27,21-30,Male,0,1,2,Adult Female Learners
U01458,24,21-30,Male,0,1,2,Adult Female Learners
U01459,17,15-20,Female,1,0,1,Young Male Learners
U01460,32,31-40,Female,1,2,3,Adult Male Learners
U01461,16,15-20,Male,0,0,1,Young Male Learners
U01462,27,21-30,Male,0,1,2,Adult Female Learners
U01463,30,21-30,Female,1,1,0,Young Female Learners
U01464,33,31-40,Male,0,2,3,Adult Male Learners
U01465,33,31-40,Male,0,2,3,Adult Male Learners
U01466,22,21-30,Male,0,1,2,Adult Female Learners
U01467,19,15-20,Female,1,0,1,Young Male Learners
U01468,28,21-30,Female,1,1,0,Young Female Learners
U01469,29,21-30,Female,1,1,0,Young Female Learners
U01470,28,21-30,Male,0,1,2,Adult Female Learners
U01471,19,15-20,Female,1,0,1,Young Male Learners
U01472,27,21-30,Female,1,1,0,Young Female Learners
U01473,17,15-20,Female,1,0,1,Young Male Learners
U01474,20,15-20,Male,0,0,1,Young Male Learners
U01475,20,15-20,Male,0,0,1,Young Male Learners
U01476,35,31-40,Female,1,2,3,Adult Male Learners
U01477,17,15-20,Female,1,0,1,Young Male Learners
U01478,35,31-40,Female,1,2,3,Adult Male Learners
U01479,25,21-30,Female,1,1,0,Young Female Learners
U01480,20,15-20,Female,1,0,1,Young Male Learners
U01481,20,15-20,Male,0,0,1,Young Male Learners
U01482,17,15-20,Male,0,0,1,Young Male Learners
U01483,18,15-20,Male,0,0,1,Young Male Learners
U01484,17,15-20,Male,0,0,1,Young Male Learners
U01485,16,15-20,Male,0,0,1,Young Male Learners
U01486,17,15-20,Male,0,0,1,Young Male Learners
U01487,17,15-20,Female,1,0,1,Young Male Learners
U01488,27,21-30,Male,0,1,2,Adult Female Learners
U01489,27,21-30,Male,0,1,2,Adult Female Learners
U01490,19,15-20,Female,1,0,1,Young Male Learners
U01491,17,15-20,Female,1,0,1,Young Male Learners
U01492,23,21-30,Female,1,1,0,Young Female Learners
U01493,18,15-20,Female,1,0,1,Young Male Learners
U01494,32,31-40,Male,0,2,3,Adult Male Learners
U01495,31,31-40,Female,1,2,3,Adult Male Learners
U01496,22,21-30,Female,1,1,0,Young Female Learners
U01497,35,31-40,Female,1,2,3,Adult Male Learners
U01498,15,15-20,Male,0,0,1,Young Male Learners
U01499,30,21-30,Female,1,1,0,Young Female Learners
U01500,15,15-20,Male,0,0,1,Young Male Learners
U01501,23,21-30,Male,0,1,2,Adult Female Learners
U01502,28,21-30,Female,1,1,0,Young Female Learners
U01503,30,21-30,Female,1,1,0,Young Female Learners
U01504,31,31-40,Male,0,2,3,Adult Male Learners
U01505,35,31-40,Male,0,2,3,Adult Male Learners
U01506,34,31-40,Male,0,2,3,Adult Male Learners
U01507,18,15-20,Female,1,0,1,Young Male Learners
U01508,34,31-40,Male,0,2,3,Adult Male Learners
U01509,15,15-20,Female,1,0,1,Young Male Learners
U01510,16,15-20,Female,1,0,1,Young Male Learners
U01511,15,15-20,Male,0,0,1,Young Male Learners
U01512,19,15-20,Male,0,0,1,Young Male Learners
U01513,23,21-30,Male,0,1,2,Adult Female Learners
U01514,25,21-30,Male,0,1,2,Adult Female Learners
U01515,35,31-40,Female,1,2,3,Adult Male Learners
U01516,19,15-20,Male,0,0,1,Young Male Learners
U01517,26,21-30,Male,0,1,2,Adult Female Learners
U01518,21,21-30,Male,0,1,2,Adult Female Learners
U01519,16,15-20,Male,0,0,1,Young Male Learners
U01520,26,21-30,Female,1,1,0,Young Female Learners
U01521,34,31-40,Female,1,2,3,Adult Male Learners
U01522,31,31-40,Female,1,2,3,Adult Male Learners
