UserID,Age,AgeGroup,Gender,GenderEncoded
U01861,28,21-30,Female,1
U01862,24,21-30,Male,0
U01863,26,21-30,Male,0
U01864,15,15-20,Male,0
U01865,18,15-20,Male,0
U01866,25,21-30,Male,0
U01867,24,21-30,Female,1
U01868,27,21-30,Female,1
U01869,32,31-40,Male,0
U01870,28,21-30,Female,1
U01871,21,21-30,Male,0
U01872,28,21-30,Female,1
U01873,26,21-30,Male,0
U01874,15,15-20,Female,1
U01875,30,21-30,Male,0
U01876,17,15-20,Male,0
U01877,19,15-20,Male,0
U01878,20,15-20,Female,1
U01879,32,31-40,Female,1
U01880,26,21-30,Female,1
U01881,30,21-30,Male,0
U01882,30,21-30,Female,1
U01883,30,21-30,Female,1
U01884,20,15-20,Male,0
U01885,25,21-30,Female,1
U01886,17,15-20,Male,0
U01887,21,21-30,Female,1
U01888,15,15-20,Female,1
U01889,30,21-30,Female,1
U01890,18,15-20,Female,1
U01891,35,31-40,Female,1
U01892,16,15-20,Male,0
U01893,23,21-30,Female,1
U01894,35,31-40,Male,0
U01895,35,31-40,Female,1
U01896,32,31-40,Female,1
U01897,15,15-20,Female,1
U01898,26,21-30,Male,0
U01899,25,21-30,Female,1
U01900,19,15-20,Male,0
U01901,23,21-30,Male,0
U01902,30,21-30,Female,1
U01903,17,15-20,Female,1
U01904,17,15-20,Male,0
U01905,24,21-30,Female,1
U01906,19,15-20,Male,0
U01907,15,15-20,Male,0
U01908,19,15-20,Male,0
U01909,25,21-30,Male,0
U01910,28,21-30,Male,0
U01911,22,21-30,Male,0
U01912,24,21-30,Female,1
U01913,24,21-30,Male,0
U01914,32,31-40,Female,1
U01915,34,31-40,Female,1
U01916,29,21-30,Male,0
U01917,18,15-20,Female,1
U01918,23,21-30,Male,0
U01919,16,15-20,Female,1
U01920,33,31-40,Male,0
U01921,24,21-30,Male,0
U01922,21,21-30,Male,0
U01923,19,15-20,Male,0
U01924,20,15-20,Male,0
U01925,33,31-40,Male,0
U01926,26,21-30,Female,1
U01927,27,21-30,Female,1
U01928,33,31-40,Female,1
U01929,19,15-20,Male,0
U01930,28,21-30,Female,1
U01931,23,21-30,Female,1
U01932,25,21-30,Male,0
U01933,27,21-30,Female,1
U01934,22,21-30,Male,0
U01935,33,31-40,Female,1
U01936,23,21-30,Male,0
U01937,21,21-30,Female,1
U01938,33,31-40,Female,1
U01939,35,31-40,Male,0
U01940,16,15-20,Female,1
U01941,26,21-30,Female,1
U01942,27,21-30,Male,0
U01943,17,15-20,Male,0
U01944,19,15-20,Female,1
U01945,29,21-30,Female,1
U01946,19,15-20,Female,1
U01947,27,21-30,Female,1
U01948,33,31-40,Female,1
U01949,19,15-20,Male,0
U01950,29,21-30,Male,0
U01951,19,15-20,Female,1
U01952,15,15-20,Female,1
U01953,19,15-20,Male,0
U01954,35,31-40,Male,0
U01955,29,21-30,Female,1
U01956,34,31-40,Male,0
U01957,30,21-30,Male,0
U01958,16,15-20,Male,0
U01959,26,21-30,Female,1
U01960,19,15-20,Female,1
U01961,30,21-30,Male,0
U01962,19,15-20,Male,0
U01963,30,21-30,Male,0
U01964,32,31-40,Male,0
U01965,19,15-20,Female,1
U01966,25,21-30,Female,1
U01967,27,21-30,Female,1
U01968,30,21-30,Female,1
U01969,26,21-30,Male,0
U01970,16,15-20,Female,1
U01971,17,15-20,Female,1
U01972,18,15-20,Male,0
U01973,30,21-30,Male,0
U01974,31,31-40,Female,1
U01975,29,21-30,Male,0
U01976,24,21-30,Male,0
U01977,32,31-40,Male,0
U01978,26,21-30,Male,0
U01979,25,21-30,Female,1
U01980,15,15-20,Female,1
U01981,27,21-30,Female,1
U01982,35,31-40,Female,1
U01983,29,21-30,Female,1
U01984,15,15-20,Female,1
U01985,22,21-30,Female,1
U01986,29,21-30,Female,1
U01987,15,15-20,Male,0
U01988,17,15-20,Female,1
U01989,26,21-30,Female,1
U01990,16,15-20,Male,0
U01991,16,15-20,Female,1
U01992,18,15-20,Male,0
U01993,23,21-30,Female,1
U01994,20,15-20,Female,1
U01995,35,31-40,Female,1
U01996,29,21-30,Female,1
U01997,16,15-20,Male,0
U01998,23,21-30,Male,0
U01999,17,15-20,Female,1
U02000,32,31-40,Male,0
U02001,30,21-30,Male,0
U02002,23,21-30,Female,1
U02003,31,31-40,Male,0
U02004,27,21-30,Male,0
U02005,27,21-30,Male,0
U02006,34,31-40,Male,0
U02007,25,21-30,Female,1
U02008,25,21-30,Male,0
U02009,34,31-40,Male,0
U02010,31,31-40,Male,0
U02011,27,21-30,Male,0
U02012,17,15-20,Female,1
U02013,29,21-30,Female,1
U02014,23,21-30,Female,1
U02015,30,21-30,Male,0
U02016,25,21-30,Male,0
U02017,22,21-30,Female,1
U02018,35,31-40,Male,0
U02019,25,21-30,Female,1
U02020,18,15-20,Male,0
U02021,25,21-30,Female,1
U02022,27,21-30,Female,1
U02023,31,31-40,Female,1
U02024,24,21-30,Female,1
U02025,21,21-30,Male,0
U02026,19,15-20,Female,1
U02027,28,21-30,Male,0
U02028,35,31-40,Female,1
U02029,28,21-30,Male,0
U02030,28,21-30,Female,1
U02031,20,15-20,Male,0
U02032,17,15-20,Male,0
U02033,25,21-30,Male,0
U02034,31,31-40,Female,1
U02035,32,31-40,Male,0
U02036,26,21-30,Male,0
U02037,18,15-20,Female,1
U02038,32,31-40,Female,1
U02039,29,21-30,Male,0
U02040,30,21-30,Male,0
U02041,34,31-40,Male,0
U02042,32,31-40,Female,1
U02043,23,21-30,Female,1
U02044,24,21-30,Female,1
U02045,28,21-30,Female,1
U02046,17,15-20,Male,0
U02047,18,15-20,Female,1
U02048,19,15-20,Female,1
U02049,22,21-30,Male,0
U02050,28,21-30,Male,0
U02051,31,31-40,Female,1
U02052,21,21-30,Male,0
U02053,19,15-20,Female,1
U02054,23,21-30,Male,0
U02055,33,31-40,Female,1
U02056,35,31-40,Female,1
U02057,16,15-20,Male,0
U02058,16,15-20,Male,0
U02059,20,15-20,Female,1
U02060,31,31-40,Female,1
U02061,25,21-30,Female,1
U02062,35,31-40,Male,0
U02063,26,21-30,Male,0
U02064,35,31-40,Male,0
U02065,20,15-20,Male,0
U02066,18,15-20,Male,0
U02067,26,21-30,Female,1
U02068,15,15-20,Male,0
U02069,18,15-20,Male,0
U02070,31,31-40,Female,1
U02071,24,21-30,Male,0
U02072,16,15-20,Male,0
U02073,19,15-20,Female,1
U02074,27,21-30,Female,1
U02075,26,21-30,Male,0
U02076,24,21-30,Female,1
U02077,24,21-30,Male,0
U02078,34,31-40,Female,1
U02079,29,21-30,Female,1
U02080,33,31-40,Male,0
U02081,19,15-20,Female,1
U02082,26,21-30,Female,1
U02083,27,21-30,Female,1
U02084,21,21-30,Female,1
U02085,22,21-30,Female,1
U02086,30,21-30,Male,0
U02087,28,21-30,Female,1
U02088,18,15-20,Female,1
U02089,16,15-20,Female,1
U02090,22,21-30,Female,1
U02091,27,21-30,Male,0
U02092,25,21-30,Female,1
U02093,18,15-20,Male,0
U02094,24,21-30,Female,1
U02095,32,31-40,Female,1
U02096,31,31-40,Male,0
U02097,15,15-20,Female,1
U02098,25,21-30,Male,0
U02099,21,21-30,Female,1
U02100,15,15-20,Female,1
U02101,27,21-30,Male,0
U02102,20,15-20,Female,1
U02103,33,31-40,Male,0
U02104,15,15-20,Male,0
U02105,32,31-40,Female,1
U02106,28,21-30,Female,1
U02107,31,31-40,Male,0
U02108,27,21-30,Female,1
U02109,23,21-30,Male,0
U02110,25,21-30,Male,0
U02111,21,21-30,Male,0
U02112,22,21-30,Female,1
U02113,28,21-30,Female,1
U02114,32,31-40,Male,0
U02115,18,15-20,Male,0
U02116,32,31-40,Female,1
U02117,31,31-40,Male,0
U02118,27,21-30,Male,0
U02119,24,21-30,Female,1
U02120,19,15-20,Male,0
U02121,16,15-20,Female,1
U02122,32,31-40,Female,1
U02123,32,31-40,Male,0
U02124,15,15-20,Female,1
U02125,31,31-40,Female,1
U02126,22,21-30,Female,1
U02127,21,21-30,Female,1
U02128,30,21-30,Male,0
U02129,20,15-20,Female,1
U02130,19,15-20,Male,0
U02131,27,21-30,Female,1
U02132,20,15-20,Female,1
U02133,21,21-30,Male,0
U02134,31,31-40,Female,1
U02135,31,31-40,Male,0
U02136,33,31-40,Male,0
U02137,30,21-30,Male,0
U02138,19,15-20,Female,1
U02139,23,21-30,Male,0
U02140,21,21-30,Female,1
U02141,17,15-20,Male,0
U02142,26,21-30,Female,1
U02143,24,21-30,Male,0
U02144,15,15-20,Male,0
U02145,16,15-20,Female,1
U02146,17,15-20,Male,0
U02147,33,31-40,Male,0
U02148,31,31-40,Female,1
U02149,21,21-30,Female,1
U02150,16,15-20,Female,1
U02151,18,15-20,Female,1
U02152,35,31-40,Female,1
U02153,18,15-20,Female,1
U02154,16,15-20,Male,0
U02155,16,15-20,Female,1
U02156,34,31-40,Female,1
U02157,29,21-30,Male,0
U02158,17,15-20,Female,1
U02159,29,21-30,Female,1
U02160,21,21-30,Female,1
U02161,23,21-30,Female,1
U02162,25,21-30,Male,0
U02163,29,21-30,Male,0
U02164,25,21-30,Female,1
U02165,18,15-20,Male,0
U02166,27,21-30,Male,0
U02167,25,21-30,Female,1
U02168,34,31-40,Male,0
U02169,32,31-40,Female,1
U02170,24,21-30,Male,0
U02171,31,31-40,Male,0
U02172,34,31-40,Male,0
U02173,22,21-30,Female,1
U02174,17,15-20,Female,1
U02175,15,15-20,Female,1
U02176,23,21-30,Male,0
U02177,35,31-40,Male,0
U02178,21,21-30,Female,1
U02179,27,21-30,Female,1
U02180,31,31-40,Female,1
U02181,27,21-30,Female,1
U02182,29,21-30,Male,0
U02183,19,15-20,Male,0
U02184,20,15-20,Female,1
U02185,16,15-20,Male,0
U02186,29,21-30,Male,0
U02187,21,21-30,Male,0
U02188,17,15-20,Female,1
U02189,18,15-20,Male,0
U02190,19,15-20,Male,0
U02191,24,21-30,Male,0
U02192,22,21-30,Female,1
U02193,20,15-20,Male,0
U02194,18,15-20,Male,0
U02195,27,21-30,Female,1
U02196,31,31-40,Female,1
U02197,24,21-30,Female,1
U02198,17,15-20,Female,1
U02199,27,21-30,Male,0
U02200,23,21-30,Male,0
U02201,20,15-20,Male,0
U02202,28,21-30,Male,0
U02203,31,31-40,Female,1
U02204,16,15-20,Female,1
U02205,34,31-40,Female,1
U02206,31,31-40,Male,0
U02207,33,31-40,Female,1
U02208,30,21-30,Male,0
U02209,24,21-30,Male,0
U02210,33,31-40,Male,0
U02211,23,21-30,Male,0
U02212,33,31-40,Male,0
U02213,17,15-20,Male,0
U02214,20,15-20,Female,1
U02215,32,31-40,Male,0
U02216,26,21-30,Female,1
U02217,21,21-30,Male,0
U02218,17,15-20,Male,0
U02219,29,21-30,Male,0
U02220,30,21-30,Male,0
U02221,19,15-20,Female,1
U02222,23,21-30,Male,0
U02223,22,21-30,Female,1
U02224,18,15-20,Female,1
U02225,33,31-40,Female,1
U02226,20,15-20,Female,1
U02227,21,21-30,Female,1
U02228,19,15-20,Male,0
U02229,34,31-40,Female,1
U02230,32,31-40,Female,1
U02231,20,15-20,Male,0
U02232,26,21-30,Female,1
U02233,28,21-30,Male,0
U02234,31,31-40,Female,1
U02235,15,15-20,Female,1
U02236,24,21-30,Female,1
U02237,16,15-20,Male,0
U02238,19,15-20,Female,1
U02239,25,21-30,Female,1
U02240,33,31-40,Female,1
U02241,29,21-30,Male,0
U02242,29,21-30,Female,1
U02243,16,15-20,Female,1
U02244,34,31-40,Male,0
U02245,22,21-30,Male,0
U02246,15,15-20,Female,1
U02247,15,15-20,Female,1
U02248,29,21-30,Male,0
U02249,25,21-30,Female,1
U02250,19,15-20,Female,1
U02251,35,31-40,Male,0
U02252,29,21-30,Female,1
U02253,22,21-30,Female,1
U02254,17,15-20,Female,1
U02255,18,15-20,Female,1
U02256,16,15-20,Female,1
U02257,19,15-20,Female,1
U02258,21,21-30,Male,0
U02259,32,31-40,Female,1
U02260,16,15-20,Female,1
U02261,26,21-30,Male,0
U02262,31,31-40,Female,1
U02263,29,21-30,Female,1
U02264,28,21-30,Female,1
U02265,33,31-40,Male,0
U02266,21,21-30,Male,0
U02267,19,15-20,Male,0
U02268,29,21-30,Female,1
U02269,32,31-40,Male,0
U02270,21,21-30,Male,0
U02271,20,15-20,Male,0
U02272,23,21-30,Female,1
U02273,28,21-30,Male,0
U02274,16,15-20,Male,0
U02275,23,21-30,Female,1
U02276,34,31-40,Female,1
U02277,28,21-30,Male,0
U02278,20,15-20,Male,0
U02279,29,21-30,Female,1
U02280,26,21-30,Female,1
U02281,34,31-40,Male,0
U02282,25,21-30,Female,1
U02283,16,15-20,Male,0
U02284,28,21-30,Male,0
U02285,28,21-30,Female,1
U02286,32,31-40,Female,1
U02287,22,21-30,Male,0
U02288,32,31-40,Female,1
U02289,15,15-20,Male,0
U02290,25,21-30,Male,0
U02291,31,31-40,Female,1
U02292,30,21-30,Male,0
U02293,30,21-30,Female,1
U02294,26,21-30,Male,0
U02295,33,31-40,Male,0
U02296,27,21-30,Female,1
U02297,28,21-30,Male,0
U02298,22,21-30,Female,1
U02299,35,31-40,Female,1
U02300,35,31-40,Male,0
U02301,18,15-20,Female,1
U02302,30,21-30,Male,0
U02303,34,31-40,Male,0
U02304,21,21-30,Male,0
U02305,19,15-20,Female,1
U02306,18,15-20,Female,1
U02307,22,21-30,Male,0
U02308,15,15-20,Female,1
U02309,23,21-30,Female,1
U02310,15,15-20,Male,0
U02311,23,21-30,Female,1
U02312,28,21-30,Male,0
U02313,24,21-30,Female,1
U02314,29,21-30,Male,0
U02315,34,31-40,Male,0
U02316,31,31-40,Female,1
U02317,18,15-20,Male,0
U02318,24,21-30,Female,1
U02319,24,21-30,Female,1
U02320,17,15-20,Male,0
U02321,26,21-30,Female,1
U02322,28,21-30,Female,1
U02323,29,21-30,Female,1
U02324,34,31-40,Female,1
U02325,15,15-20,Male,0
U02326,32,31-40,Male,0
U02327,29,21-30,Male,0
U02328,22,21-30,Female,1
U02329,35,31-40,Male,0
U02330,29,21-30,Female,1
U02331,25,21-30,Female,1
U02332,23,21-30,Male,0
U02333,32,31-40,Female,1
U02334,23,21-30,Female,1
U02335,25,21-30,Female,1
U02336,17,15-20,Female,1
U02337,18,15-20,Female,1
U02338,29,21-30,Female,1
U02339,33,31-40,Female,1
U02340,20,15-20,Male,0
U02341,17,15-20,Male,0
U02342,21,21-30,Male,0
U02343,29,21-30,Male,0
U02344,26,21-30,Male,0
U02345,31,31-40,Male,0
U02346,34,31-40,Male,0
U02347,27,21-30,Male,0
U02348,20,15-20,Male,0
U02349,27,21-30,Male,0
U02350,31,31-40,Female,1
U02351,22,21-30,Female,1
U02352,30,21-30,Female,1
U02353,16,15-20,Male,0
U02354,29,21-30,Female,1
U02355,32,31-40,Female,1
U02356,35,31-40,Male,0
U02357,28,21-30,Female,1
U02358,22,21-30,Male,0
U02359,32,31-40,Female,1
U02360,18,15-20,Female,1
U02361,26,21-30,Female,1
U02362,33,31-40,Female,1
U02363,15,15-20,Male,0
U02364,29,21-30,Female,1
U02365,34,31-40,Female,1
U02366,19,15-20,Female,1
U02367,25,21-30,Male,0
U02368,31,31-40,Male,0
U02369,16,15-20,Male,0
U02370,24,21-30,Male,0
U02371,34,31-40,Female,1
U02372,35,31-40,Male,0
U02373,22,21-30,Male,0
U02374,22,21-30,Male,0
U02375,33,31-40,Female,1
U02376,19,15-20,Female,1
U02377,35,31-40,Male,0
U02378,23,21-30,Male,0
U02379,20,15-20,Male,0
U02380,24,21-30,Female,1
U02381,31,31-40,Female,1
U02382,32,31-40,Male,0
U02383,21,21-30,Male,0
U02384,22,21-30,Male,0
U02385,30,21-30,Male,0
U02386,35,31-40,Male,0
U02387,31,31-40,Male,0
U02388,23,21-30,Male,0
U02389,33,31-40,Male,0
U02390,28,21-30,Female,1
U02391,20,15-20,Female,1
U02392,21,21-30,Male,0
U02393,18,15-20,Male,0
U02394,35,31-40,Male,0
U02395,32,31-40,Female,1
U02396,16,15-20,Female,1
U02397,22,21-30,Male,0
U02398,26,21-30,Female,1
U02399,22,21-30,Male,0
U02400,17,15-20,Male,0
U02401,28,21-30,Male,0
U02402,19,15-20,Female,1
U02403,18,15-20,Female,1
U02404,28,21-30,Male,0
U02405,25,21-30,Female,1
U02406,23,21-30,Female,1
U02407,27,21-30,Male,0
U02408,34,31-40,Female,1
U02409,24,21-30,Female,1
U02410,18,15-20,Male,0
U02411,31,31-40,Female,1
U02412,15,15-20,Female,1
U02413,25,21-30,Male,0
U02414,21,21-30,Male,0
U02415,33,31-40,Male,0
U02416,24,21-30,Female,1
U02417,34,31-40,Female,1
U02418,23,21-30,Male,0
U02419,17,15-20,Female,1
U02420,20,15-20,Female,1
U02421,15,15-20,Female,1
U02422,21,21-30,Female,1
U02423,32,31-40,Female,1
U02424,31,31-40,Female,1
U02425,24,21-30,Female,1
U02426,19,15-20,Female,1
U02427,31,31-40,Female,1
U02428,30,21-30,Male,0
U02429,30,21-30,Female,1
U02430,29,21-30,Male,0
U02431,16,15-20,Male,0
U02432,30,21-30,Female,1
U02433,15,15-20,Female,1
U02434,31,31-40,Male,0
U02435,17,15-20,Male,0
U02436,16,15-20,Male,0
U02437,15,15-20,Male,0
U02438,28,21-30,Female,1
U02439,22,21-30,Female,1
U02440,26,21-30,Female,1
U02441,33,31-40,Male,0
U02442,23,21-30,Male,0
U02443,22,21-30,Female,1
U02444,28,21-30,Female,1
U02445,26,21-30,Female,1
U02446,29,21-30,Male,0
U02447,31,31-40,Female,1
U02448,17,15-20,Male,0
U02449,32,31-40,Male,0
U02450,30,21-30,Female,1
U02451,31,31-40,Male,0
U02452,23,21-30,Female,1
U02453,29,21-30,Female,1
U02454,28,21-30,Male,0
U02455,34,31-40,Male,0
U02456,35,31-40,Male,0
U02457,31,31-40,Female,1
U02458,26,21-30,Female,1
U02459,33,31-40,Male,0
U02460,21,21-30,Female,1
U02461,15,15-20,Female,1
U02462,26,21-30,Male,0
U02463,29,21-30,Male,0
U02464,21,21-30,Female,1
U02465,27,21-30,Male,0
U02466,23,21-30,Male,0
U02467,19,15-20,Male,0
U02468,29,21-30,Female,1
U02469,21,21-30,Male,0
U02470,34,31-40,Male,0
U02471,16,15-20,Female,1
U02472,17,15-20,Male,0
U02473,31,31-40,Female,1
U02474,27,21-30,Male,0
U02475,35,31-40,Male,0
U02476,34,31-40,Female,1
U02477,17,15-20,Male,0
U02478,30,21-30,Male,0
U02479,19,15-20,Female,1
U02480,35,31-40,Male,0
U02481,29,21-30,Male,0
U02482,35,31-40,Male,0
U02483,25,21-30,Male,0
U02484,25,21-30,Female,1
U02485,22,21-30,Male,0
U02486,29,21-30,Male,0
U02487,23,21-30,Male,0
U02488,27,21-30,Female,1
U02489,18,15-20,Male,0
U02490,24,21-30,Female,1
U02491,17,15-20,Female,1
U02492,19,15-20,Male,0
U02493,22,21-30,Female,1
U02494,32,31-40,Male,0
U02495,28,21-30,Male,0
U02496,33,31-40,Female,1
U02497,26,21-30,Female,1
U02498,20,15-20,Female,1
U02499,28,21-30,Male,0
U02500,29,21-30,Male,0
U02501,16,15-20,Female,1
U02502,16,15-20,Female,1
U02503,16,15-20,Female,1
U02504,34,31-40,Female,1
U02505,35,31-40,Female,1
U02506,16,15-20,Female,1
U02507,32,31-40,Female,1
U02508,32,31-40,Male,0
U02509,24,21-30,Male,0
U02510,23,21-30,Male,0
U02511,30,21-30,Female,1
U02512,15,15-20,Female,1
U02513,23,21-30,Male,0
U02514,17,15-20,Male,0
U02515,15,15-20,Male,0
U02516,32,31-40,Male,0
U02517,30,21-30,Female,1
U02518,19,15-20,Female,1
U02519,29,21-30,Male,0
U02520,29,21-30,Male,0
U02521,25,21-30,Male,0
U02522,21,21-30,Female,1
U02523,31,31-40,Male,0
U02524,32,31-40,Male,0
U02525,25,21-30,Male,0
U02526,30,21-30,Female,1
U02527,32,31-40,Female,1
U02528,35,31-40,Male,0
U02529,17,15-20,Female,1
U02530,21,21-30,Male,0
U02531,22,21-30,Female,1
U02532,26,21-30,Male,0
U02533,18,15-20,Female,1
U02534,25,21-30,Female,1
U02535,26,21-30,Female,1
U02536,16,15-20,Male,0
U02537,31,31-40,Female,1
U02538,18,15-20,Male,0
U02539,20,15-20,Female,1
U02540,33,31-40,Female,1
U02541,18,15-20,Female,1
U02542,35,31-40,Female,1
U02543,28,21-30,Male,0
U02544,29,21-30,Male,0
U02545,16,15-20,Female,1
U02546,27,21-30,Female,1
U02547,30,21-30,Female,1
U02548,25,21-30,Male,0
U02549,27,21-30,Male,0
U02550,18,15-20,Male,0
U02551,25,21-30,Male,0
U02552,27,21-30,Male,0
U02553,35,31-40,Female,1
U02554,32,31-40,Male,0
U02555,15,15-20,Male,0
U02556,18,15-20,Female,1
U02557,25,21-30,Female,1
U02558,23,21-30,Female,1
U02559,33,31-40,Female,1
U02560,22,21-30,Male,0
U02561,33,31-40,Male,0
U02562,18,15-20,Male,0
U02563,27,21-30,Male,0
U02564,19,15-20,Female,1
U02565,32,31-40,Male,0
U02566,30,21-30,Female,1
U02567,35,31-40,Male,0
U02568,33,31-40,Female,1
U02569,35,31-40,Female,1
U02570,25,21-30,Female,1
U02571,20,15-20,Female,1
U02572,33,31-40,Female,1
U02573,28,21-30,Female,1
U02574,24,21-30,Male,0
U02575,30,21-30,Female,1
U02576,17,15-20,Female,1
U02577,21,21-30,Female,1
U02578,15,15-20,Male,0
U02579,28,21-30,Female,1
U02580,17,15-20,Female,1
U02581,22,21-30,Female,1
U02582,23,21-30,Male,0
U02583,33,31-40,Male,0
U02584,20,15-20,Male,0
U02585,32,31-40,Male,0
U02586,23,21-30,Male,0
U02587,30,21-30,Male,0
U02588,18,15-20,Male,0
U02589,26,21-30,Female,1
U02590,20,15-20,Male,0
U02591,33,31-40,Male,0
U02592,15,15-20,Male,0
U02593,16,15-20,Male,0
U02594,18,15-20,Female,1
U02595,17,15-20,Male,0
U02596,19,15-20,Female,1
U02597,17,15-20,Female,1
U02598,25,21-30,Female,1
U02599,33,31-40,Female,1
U02600,17,15-20,Male,0
U02601,19,15-20,Female,1
U02602,33,31-40,Male,0
U02603,31,31-40,Female,1
U02604,16,15-20,Male,0
U02605,22,21-30,Male,0
U02606,24,21-30,Male,0
U02607,22,21-30,Male,0
U02608,30,21-30,Male,0
U02609,15,15-20,Male,0
U02610,19,15-20,Male,0
U02611,17,15-20,Female,1
U02612,22,21-30,Male,0
U02613,23,21-30,Female,1
U02614,30,21-30,Female,1
U02615,33,31-40,Male,0
U02616,19,15-20,Female,1
U02617,23,21-30,Female,1
U02618,23,21-30,Male,0
U02619,24,21-30,Female,1
U02620,30,21-30,Female,1
U02621,34,31-40,Female,1
U02622,32,31-40,Female,1
U02623,32,31-40,Female,1
U02624,16,15-20,Female,1
U02625,22,21-30,Female,1
U02626,21,21-30,Female,1
U02627,26,21-30,Female,1
U02628,33,31-40,Female,1
U02629,35,31-40,Female,1
U02630,20,15-20,Male,0
U02631,23,21-30,Male,0
U02632,22,21-30,Female,1
U02633,19,15-20,Female,1
U02634,29,21-30,Female,1
U02635,16,15-20,Male,0
U02636,20,15-20,Male,0
U02637,28,21-30,Male,0
U02638,31,31-40,Female,1
U02639,22,21-30,Female,1
U02640,34,31-40,Female,1
U02641,30,21-30,Male,0
U02642,33,31-40,Male,0
U02643,17,15-20,Female,1
U02644,23,21-30,Male,0
U02645,26,21-30,Female,1
U02646,26,21-30,Male,0
U02647,20,15-20,Female,1
U02648,28,21-30,Female,1
U02649,34,31-40,Female,1
U02650,29,21-30,Female,1
U02651,16,15-20,Female,1
U02652,15,15-20,Male,0
U02653,34,31-40,Male,0
U02654,27,21-30,Male,0
U02655,32,31-40,Male,0
U02656,34,31-40,Female,1
U02657,31,31-40,Male,0
U02658,30,21-30,Male,0
U02659,17,15-20,Male,0
U02660,31,31-40,Female,1
U02661,27,21-30,Male,0
U02662,32,31-40,Male,0
U02663,27,21-30,Female,1
U02664,22,21-30,Female,1
U02665,21,21-30,Female,1
U02666,19,15-20,Male,0
U02667,22,21-30,Female,1
U02668,26,21-30,Male,0
U02669,25,21-30,Male,0
U02670,25,21-30,Female,1
U02671,15,15-20,Female,1
U02672,32,31-40,Male,0
U02673,19,15-20,Female,1
U02674,28,21-30,Female,1
U02675,34,31-40,Female,1
U02676,15,15-20,Male,0
U02677,33,31-40,Male,0
U02678,19,15-20,Female,1
U02679,18,15-20,Male,0
U02680,19,15-20,Female,1
U02681,33,31-40,Male,0
U02682,35,31-40,Female,1
U02683,28,21-30,Male,0
U02684,28,21-30,Male,0
U02685,27,21-30,Female,1
U02686,19,15-20,Female,1
U02687,34,31-40,Male,0
U02688,26,21-30,Female,1
U02689,27,21-30,Male,0
U02690,24,21-30,Male,0
U02691,19,15-20,Female,1
U02692,23,21-30,Male,0
U02693,19,15-20,Male,0
U02694,30,21-30,Female,1
U02695,30,21-30,Male,0
U02696,25,21-30,Female,1
U02697,22,21-30,Female,1
U02698,18,15-20,Female,1
U02699,16,15-20,Female,1
U02700,18,15-20,Female,1
U02701,23,21-30,Female,1
U02702,15,15-20,Male,0
U02703,30,21-30,Male,0
U02704,23,21-30,Female,1
U02705,31,31-40,Male,0
U02706,21,21-30,Female,1
U02707,19,15-20,Female,1
U02708,25,21-30,Male,0
U02709,19,15-20,Female,1
U02710,23,21-30,Female,1
U02711,20,15-20,Male,0
U02712,34,31-40,Female,1
U02713,32,31-40,Female,1
U02714,17,15-20,Male,0
U02715,22,21-30,Male,0
U02716,27,21-30,Female,1
U02717,31,31-40,Male,0
U02718,27,21-30,Male,0
U02719,29,21-30,Male,0
U02720,22,21-30,Male,0
U02721,26,21-30,Male,0
U02722,23,21-30,Female,1
U02723,25,21-30,Female,1
U02724,35,31-40,Male,0
U02725,23,21-30,Male,0
U02726,25,21-30,Female,1
U02727,34,31-40,Male,0
U02728,33,31-40,Female,1
U02729,20,15-20,Male,0
U02730,27,21-30,Female,1
U02731,26,21-30,Male,0
U02732,26,21-30,Male,0
U02733,31,31-40,Male,0
U02734,15,15-20,Female,1
U02735,34,31-40,Female,1
U02736,15,15-20,Male,0
U02737,23,21-30,Male,0
U02738,16,15-20,Female,1
U02739,15,15-20,Female,1
U02740,31,31-40,Male,0
U02741,18,15-20,Male,0
U02742,25,21-30,Female,1
U02743,33,31-40,Male,0
U02744,24,21-30,Female,1
U02745,18,15-20,Female,1
U02746,28,21-30,Male,0
U02747,30,21-30,Male,0
U02748,27,21-30,Female,1
U02749,30,21-30,Male,0
U02750,23,21-30,Female,1
U02751,24,21-30,Female,1
U02752,32,31-40,Female,1
U02753,26,21-30,Female,1
U02754,34,31-40,Male,0
U02755,30,21-30,Female,1
U02756,32,31-40,Female,1
U02757,16,15-20,Male,0
U02758,25,21-30,Female,1
U02759,20,15-20,Female,1
U02760,31,31-40,Male,0
U02761,31,31-40,Female,1
U02762,21,21-30,Female,1
U02763,28,21-30,Male,0
U02764,32,31-40,Male,0
U02765,21,21-30,Male,0
U02766,19,15-20,Male,0
U02767,31,31-40,Male,0
U02768,34,31-40,Female,1
U02769,19,15-20,Male,0
U02770,31,31-40,Male,0
U02771,18,15-20,Female,1
U02772,31,31-40,Male,0
U02773,26,21-30,Male,0
U02774,19,15-20,Male,0
U02775,24,21-30,Female,1
U02776,20,15-20,Female,1
U02777,27,21-30,Male,0
U02778,29,21-30,Male,0
U02779,19,15-20,Female,1
U02780,26,21-30,Female,1
U02781,24,21-30,Female,1
U02782,25,21-30,Male,0
U02783,30,21-30,Female,1
U02784,23,21-30,Male,0
U02785,25,21-30,Female,1
U02786,25,21-30,Male,0
U02787,21,21-30,Male,0
U02788,20,15-20,Female,1
U02789,21,21-30,Male,0
U02790,25,21-30,Male,0
U02791,27,21-30,Male,0
